PGA_scaffold0__40_contigs__length_4818635	540434	540436	33.9347280334728	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	exon	540331	540533	.	+	.	ID=M_mag.00g000270.m01.exon02-v1.0.a1;Name=M_mag.00g000270.m01.exon02;Parent=M_mag.00g000270.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	540434	540436	33.9347280334728	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	CDS	540331	540533	.	+	1	ID=M_mag.00g000270.m01.CDS02-v1.0.a1;Name=M_mag.00g000270.m01.CDS02;Parent=M_mag.00g000270.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	540434	540436	33.9347280334728	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	539706	542446	.	+	.	ID=M_mag.00g000270-v1.0.a1;Name=M_mag.00g000270;
PGA_scaffold0__40_contigs__length_4818635	540434	540436	33.9347280334728	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	mRNA	539706	542446	5936.00	+	.	ID=M_mag.00g000270.m01-v1.0.a1;Name=M_mag.00g000270.m01;Parent=M_mag.00g000270-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	598544	598546	28.191489361702125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	exon	598444	598548	.	+	.	ID=M_mag.00g000340.m01.exon10-v1.0.a1;Name=M_mag.00g000340.m01.exon10;Parent=M_mag.00g000340.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	598544	598546	28.191489361702125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	CDS	598444	598548	.	+	0	ID=M_mag.00g000340.m01.CDS10-v1.0.a1;Name=M_mag.00g000340.m01.CDS10;Parent=M_mag.00g000340.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	598544	598546	28.191489361702125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	589170	601249	.	+	.	ID=M_mag.00g000340-v1.0.a1;Name=M_mag.00g000340;
PGA_scaffold0__40_contigs__length_4818635	598544	598546	28.191489361702125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	mRNA	589170	601249	38902.00	+	.	ID=M_mag.00g000340.m01-v1.0.a1;Name=M_mag.00g000340.m01;Parent=M_mag.00g000340-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	677321	677323	28.23988130154239	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	676378	677430	.	+	.	ID=M_mag.00g000410-v1.0.a1;Name=M_mag.00g000410;
PGA_scaffold0__40_contigs__length_4818635	677321	677323	28.23988130154239	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	mRNA	676378	677430	2680.00	+	.	ID=M_mag.00g000410.m01-v1.0.a1;Name=M_mag.00g000410.m01;Parent=M_mag.00g000410-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	677321	677323	28.23988130154239	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	exon	677207	677430	.	+	.	ID=M_mag.00g000410.m01.exon03-v1.0.a1;Name=M_mag.00g000410.m01.exon03;Parent=M_mag.00g000410.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	677321	677323	28.23988130154239	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	CDS	677207	677430	.	+	1	ID=M_mag.00g000410.m01.CDS03-v1.0.a1;Name=M_mag.00g000410.m01.CDS03;Parent=M_mag.00g000410.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2590641	2590643	-28.08930579392792	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	2589775	2599197	.	-	.	ID=M_mag.00g001360-v1.0.a1;Name=M_mag.00g001360;
PGA_scaffold0__40_contigs__length_4818635	2590641	2590643	-28.08930579392792	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	mRNA	2589775	2599197	25850.00	-	.	ID=M_mag.00g001360.m01-v1.0.a1;Name=M_mag.00g001360.m01;Parent=M_mag.00g001360-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2590641	2590643	-28.08930579392792	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	exon	2589775	2590665	.	-	.	ID=M_mag.00g001360.m01.exon01-v1.0.a1;Name=M_mag.00g001360.m01.exon01;Parent=M_mag.00g001360.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2590641	2590643	-28.08930579392792	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	CDS	2589775	2590665	.	-	0	ID=M_mag.00g001360.m01.CDS01-v1.0.a1;Name=M_mag.00g001360.m01.CDS01;Parent=M_mag.00g001360.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2637972	2637974	27.023364289616335	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	2637407	2640152	.	-	.	ID=M_mag.00g001390-v1.0.a1;Name=M_mag.00g001390;
PGA_scaffold0__40_contigs__length_4818635	2637972	2637974	27.023364289616335	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	mRNA	2637407	2640152	5666.00	-	.	ID=M_mag.00g001390.m01-v1.0.a1;Name=M_mag.00g001390.m01;Parent=M_mag.00g001390-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2637972	2637974	27.023364289616335	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	exon	2637689	2638005	.	-	.	ID=M_mag.00g001390.m01.exon02-v1.0.a1;Name=M_mag.00g001390.m01.exon02;Parent=M_mag.00g001390.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2637972	2637974	27.023364289616335	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	CDS	2637689	2638005	.	-	1	ID=M_mag.00g001390.m01.CDS02-v1.0.a1;Name=M_mag.00g001390.m01.CDS02;Parent=M_mag.00g001390.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2638298	2638300	-30.763907456630125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	exon	2638140	2638323	.	-	.	ID=M_mag.00g001390.m01.exon03-v1.0.a1;Name=M_mag.00g001390.m01.exon03;Parent=M_mag.00g001390.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2638298	2638300	-30.763907456630125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	CDS	2638140	2638323	.	-	0	ID=M_mag.00g001390.m01.CDS03-v1.0.a1;Name=M_mag.00g001390.m01.CDS03;Parent=M_mag.00g001390.m01-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2638298	2638300	-30.763907456630125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	2637407	2640152	.	-	.	ID=M_mag.00g001390-v1.0.a1;Name=M_mag.00g001390;
PGA_scaffold0__40_contigs__length_4818635	2638298	2638300	-30.763907456630125	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	mRNA	2637407	2640152	5666.00	-	.	ID=M_mag.00g001390.m01-v1.0.a1;Name=M_mag.00g001390.m01;Parent=M_mag.00g001390-v1.0.a1;
PGA_scaffold0__40_contigs__length_4818635	2693497	2693499	26.32730015082957	PGA_scaffold0__40_contigs__length_4818635	GenSAS_6448195bde6ca-publish	gene	2689314	2696745	.	-	.	ID=M_mag.00g001440-v1.0.a1;Name=M_mag.00g001440;
